name,Country,Gender,Sport,Discipline,Event,Year
Daniel Thomas Carlisle,USA,Men,Shooting,Shooting,trap (125 targets),1984
Zdravko Radulovic,YUG,Men,Basketball,Basketball,basketball,1988
Yukio Iketani,JPN,Men,Gymnastics,Artistic G.,floor exercises&team competition,1988&1992
Dmitri Torgovanov,RUS,Men,Handball,Handball,handball,2000&2004
Eric Fonoimoana,USA,Men,Volleyball,Beach volley.,beach volleyball,2000
Jiske Snoeks,NED,Women,Hockey,Hockey,hockey,2004
Roberto Balado mendez,CUB,Men,Boxing,Boxing,+ 91kg (super heavyweight),1992
Jsrg Rosskopf,GER,Men,Table Tennis,Table Tennis,doubles&singles,1992&1996
Aneta Mihaly,ROU,Women,Rowing,Rowing,eight with coxswain (8+),1984
Ferenc Kocsis,HUN,Men,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight),1980
Keon-Wook Kang,KOR,Men,Hockey,Hockey,hockey,2000
Hanna Marien,BEL,Women,Athletics,Athletics,4x100m relay,2008
Laurent Sciarra,FRA,Men,Basketball,Basketball,basketball,2000
Ermin Velic,YUG,Men,Handball,Handball,handball,1988
Peter Wind,NED,Men,Hockey,Hockey,hockey,2000
Siika Kelbetcheva-barbulova,BUL,Women,Rowing,Rowing,pair without coxswain (2-),1976&1980
Francine Mcrae,AUS,Women,Softball,Softball,softball,1996
Zi Yan,CHN,Women,Tennis,Tennis,doubles,2008
Nick Adrian Becker,USA,Men,Volleyball,Volleyball,volleyball,1992
Jess Schipper,AUS,Women,Aquatics,Swimming,4x100m medley relay,2004
Evgeni Aleinikov,RUS,Men,Shooting,Shooting,10m air rifle (60 shots),2000
Tomohiro Matsunaga,JPN,Men,Wrestling,Wrestling Free.,- 55kg,2008
Stanka Zlateva,BUL,Women,Wrestling,Wrestling Free.,63 - 72kg,2008
Antonio Ribeiro,BRA,Men,Volleyball,Volleyball,volleyball,1984
Diane O'grady,CAN,Women,Rowing,Rowing,quadruple sculls without coxswain (4x),1996
Meike De nooy,NED,Women,Aquatics,Water polo,water polo,2008
Pertti Olavi Ukkola,FIN,Men,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight),1976
Dmitriy Filippov,RUS,Men,Handball,Handball,handball,2000
Christian Olsson,SWE,Men,Athletics,Athletics,triple jump,2004
Lucyna Langer,POL,Women,Athletics,Athletics,100m hurdles,1980
Movlud Miraliyev,AZE,Men,Judo,Judo,90 - 100kg (half-heavyweight),2008
Ben Wildman-tobriner,USA,Men,Aquatics,Swimming,4x100m freestyle relay,2008
Ramesh Patel,NZL,Men,Hockey,Hockey,hockey,1976
Julia Trotman,USA,Women,Sailing,Sailing,single-handed dinghy (Europe),1992
Jean-Francois Di martino,FRA,Men,Fencing,Fencing,Zpze team,2000
Janos Kajdi,HUN,Men,Boxing,Boxing,63.5 - 67kg (welterweight),1972
Guenter Seidel,USA,Men,Equestrian,Dressage,team,1996&2000&2004
Eizo Kenmotsu,JPN,Men,Gymnastics,Artistic G.,individual all-round&parallel bars&pommel horse&team competition&horizontal bar,1972&1976
Vladimir Morozov,URS,Men,Canoe,Canoe,K-4 1000m (kayak four),1972&1976
Omar Catari peraza,VEN,Men,Boxing,Boxing,54 - 57kg (featherweight),1984
Vanderlei De lima,BRA,Men,Athletics,Athletics,marathon,2004
Aramis Naglic,CRO,Men,Basketball,Basketball,basketball,1992
Indrek Pertelson,EST,Men,Judo,Judo,+ 100kg (heavyweight),2000&2004
Evgeni Sharonov,URS,Men,Aquatics,Water polo,water polo,1980&1988
Ioannis Melissanidis,GRE,Men,Gymnastics,Artistic G.,floor exercises,1996
Rudolf (Ruud) Stokvis,NED,Men,Rowing,Rowing,coxless pair (2-),1972
Daniele Crosta,ITA,Men,Fencing,Fencing,foil team,2000
Dan Nicolae Potra,ROU,Men,Gymnastics,Artistic G.,team competition,2004
Ute Schell,GER,Women,Rowing,Rowing,eight with coxswain (8+),1992
Annie Pelletier,CAN,Women,Aquatics,Diving,3m springboard,1996
Marisabel Lomba,BEL,Women,Judo,Judo,52 - 56kg (lightweight),1996
Nataliya Tobias,UKR,Women,Athletics,Athletics,1500m,2008
Trevor Coker,NZL,Men,Rowing,Rowing,eight with coxswain (8+),1972&1976
Vladimir Fedorov,URS,Men,Football,Football,football,1976
Pete Cipollone,USA,Men,Rowing,Rowing,eight with coxswain (8+),2004
Thomas Douglas Golder,AUS,Men,Hockey,Hockey,hockey,1976
Frank Ostholt,GER,Men,Equestrian,Eventing,team,2008
Xiexia Chen,CHN,Women,Weightlifting,Weightlifting,48kg,2008
Zafar Zafar,IND,Men,Hockey,Hockey,hockey,1980
Karsten Finger,GER,Men,Rowing,Rowing,four-oared shell with coxswain (4-),1992
Yevgeni Petrov,URS,Men,Shooting,Shooting,skeet (125 targets),1972
Christian Gille,GER,Men,Canoe,Canoe,C-2 1000m (canoe double)&C-2 500m (canoe double),2004&2008
Gong Joo Lee,KOR,Women,Handball,Handball,handball,2004
Alina Alexandra Dumitru,ROU,Women,Judo,Judo,- 48 kg,2008
David Defiagbon,CAN,Men,Boxing,Boxing,81 - 91kg (heavyweight),1996
Yu-Chi Sung,TPE,Men,Taekwondo,Taekwondo,58 - 68 kg,2008
Frederic Kowal,FRA,Men,Rowing,Rowing,double sculls (2x),1996
Alfredo Paolo Quinteros,ARG,Men,Basketball,Basketball,basketball,2008
Namjil Bayarsaikhan,MGL,Men,Boxing,Boxing,57 - 60kg (lightweight),1992
Victoria Lepadatu,ROU,Women,Rowing,Rowing,eight with coxswain (8+),1992
Wendy Schaeffer,AUS,Women,Equestrian,Eventing,team,1996
Vlado Lisjak,YUG,Men,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),1984
Eric Quintin,FRA,Men,Handball,Handball,handball,1992
Lorraine Mary Moller,NZL,Women,Athletics,Athletics,marathon,1992
Ian Charles Boucher Taylor,GBR,Men,Hockey,Hockey,hockey,1984&1988
Li Lin,CHN,Women,Aquatics,Swimming,200m breaststroke&200m individual medley&400m individual medley,1992&1996
Serguei Charikov,RUS,Men,Fencing,Fencing,sabre individual&sabre team,1996&2000&2004
Chun Ja Ryom,PRK,Women,Volleyball,Volleyball,volleyball,1972
Zsolt Ersek,HUN,Men,Fencing,Fencing,foil team,1988
Svetlana Bogdanova,EUN,Women,Handball,Handball,handball,1992
Jessica Steffens,USA,Women,Aquatics,Water polo,water polo,2008
Sergio Donizete luiz,BRA,Men,Football,Football,football,1988
Mark Kerry,AUS,Men,Aquatics,Swimming,200m backstroke&4x100m medley relay,1980&1984
Jeanette Bolden,USA,Women,Athletics,Athletics,4x100m relay,1984
Qiuqi Chen,CHN,Women,Hockey,Hockey,hockey,2008
Nathalie Schneyder,USA,Women,Aquatics,Synchronized S.,team,1996
Marcus Becker,GER,Men,Canoe,Canoe,C-2 (canoe double),2004
Marco Romano,ITA,Men,Fencing,Fencing,sabre team,1980
Aghasi Mammadov,AZE,Men,Boxing,Boxing,51 - 54kg (bantamweight),2004
Baorong Fu,CHN,Women,Hockey,Hockey,hockey,2008
Gerritjan Eggenkamp,NED,Men,Rowing,Rowing,eight with coxswain (8+),2004
Irina Tebenikhina,RUS,Women,Volleyball,Volleyball,volleyball,2004
Oldrich Rott,TCH,Men,Football,Football,football,1980
Kent Massey,USA,Men,Sailing,Sailing,fleet/match race keelboat open (Soling),1996
Alexander Fedorov,RUS,Men,Aquatics,Water polo,water polo,2004
Thomas Bouhail,FRA,Men,Gymnastics,Artistic G.,vault,2008
Paul Douglas Collins,USA,Men,Basketball,Basketball,basketball,1972
Thomas Nisbit Kiefer,USA,Men,Rowing,Rowing,four-oared shell with coxswain (4-),1984
Karen Christina Shelton,USA,Women,Hockey,Hockey,hockey,1984
Andrey Egorchev,RUS,Men,Volleyball,Volleyball,volleyball,2004
Kazutaka Nishiyama,JPN,Men,Baseball,Baseball,baseball,1992
Vasileios Polymeros,GRE,Men,Rowing,Rowing,lightweight double sculls (2x),2004&2008
Waldemar Legien,POL,Men,Judo,Judo,71 - 78kg (half-middleweight)&78 - 86kg (middleweight),1988&1992
Masahito Kohiyama,JPN,Men,Baseball,Baseball,baseball,1992
Eric Renaud,FRA,Men,Canoe,Canoe,C-2 1000m (canoe double),1984
Werner Obschernikat,FRG,Men,Aquatics,Water polo,water polo,1984
Jonny Clay,GBR,Men,Cycling,Cycling Track,Team Pursuit (4000m),2000
Eun-Chul Park,KOR,Men,Wrestling,Wrestling Gre-R,- 55kg,2008
Bronwyn Mayer,AUS,Women,Aquatics,Water polo,water polo,2000
Mark Hickman,AUS,Men,Hockey,Hockey,hockey,2004
Marcus Hager,AUS,Men,Hockey,Hockey,hockey,1996
Lothar Doering,GDR,Men,Handball,Handball,handball,1980
Gennadiy Golovkin,KAZ,Men,Boxing,Boxing,69 - 75 kg,2004
Eefke Mulder,NED,Women,Hockey,Hockey,hockey,2004&2008
Nebojsa Popovic,YUG,Men,Handball,Handball,handball,1972
Marian Woronin,POL,Men,Athletics,Athletics,4x100m relay,1980
Agata Wrobel,POL,Women,Weightlifting,Weightlifting,+ 75kg,2000&2004
Emanuel David Ginobili,ARG,Men,Basketball,Basketball,basketball,2004&2008
Botond Storcz,HUN,Men,Canoe,Canoe,K-2 500m (kayak double)&K-4 1000m (kayak four),2000&2004
Jan Bartu,TCH,Men,Modern Pentathlon,Modern Pentath.,Individual competition&Team competition,1976
Ioan Gabor Snep,ROU,Men,Rowing,Rowing,four-oared shell with coxswain (4-),1988
Marit Van eupen,NED,Women,Rowing,Rowing,lightweight double sculls (2x),2004&2008
Tatsiana Stukalava,BLR,Women,Weightlifting,Weightlifting,63kg,2004
Huijuan Su,CHN,Women,Volleyball,Volleyball,volleyball,1984&1988
Joel Bettin,FRA,Men,Canoe,Canoe,C-2 500m (canoe double),1988
Albert Lawrence,JAM,Men,Athletics,Athletics,4x100m relay,1984
Randal Scott Steele,USA,Men,Sailing,Sailing,board (windglider),1984
Viatcheslav Lykho,EUN,Men,Athletics,Athletics,shot put,1992
Uchenna Emedolu,NGR,Men,Athletics,Athletics,4x100m relay,2004
Michelle Finn,USA,Women,Athletics,Athletics,4x100m relay,1992
Maria Kalmykova,RUS,Women,Basketball,Basketball,basketball,2004
Alan Michael Forney,USA,Men,Rowing,Rowing,four without coxswain (4-),1984
Boris Koretski,URS,Men,Fencing,Fencing,foil team,1988
Roza Salikhova,URS,Women,Volleyball,Volleyball,volleyball,1972
Radka Stoyanova,BUL,Women,Rowing,Rowing,pair without coxswain (2-),1988
Serguei Syrtsov,EUN,Men,Weightlifting,Weightlifting,82.5 - 90kg total (middle-heavyweight)&99 - 108kg total (heavyweight),1992&1996
Claudia Maria Pastor,BRA,Women,Basketball,Basketball,basketball,1996
Fabio Vullo,ITA,Men,Volleyball,Volleyball,volleyball,1984
Albert Meyong ze,CMR,Men,Football,Football,football,2000
Erzsebet Nemeth,HUN,Women,Handball,Handball,handball,1976
Giuseppe Sculli,ITA,Men,Football,Football,football,2004
Bettina Ustrowski,GER,Women,Aquatics,Swimming,4x100m medley relay,1992
Gella Vandecaveye,BEL,Women,Judo,Judo,56 - 61kg (half-middleweight)&57 - 63kg (half-middleweight),1996&2000
Leire Olaberria,ESP,Women,Cycling,Cycling Track,points race,2008
Peter Wenzel,GDR,Men,Weightlifting,Weightlifting,67.5 - 75kg total (middleweight),1976
Jing-Yuan Yao,CHN,Men,Weightlifting,Weightlifting,60 - 67.5kg total (lightweight),1984
Yunping Qiao,CHN,Women,Table Tennis,Table Tennis,doubles,1996
Lou Marson,USA,Men,Baseball,Baseball,baseball,2008
Sunday Uti,NGR,Men,Athletics,Athletics,4x400m relay,1984
Andre Gerhard Wohllebe,GER,Men,Canoe,Canoe,K-4 1000m (kayak four),1992
Sang-Hyun Chung,KOR,Women,Hockey,Hockey,hockey,1988
Elena Bondar,ROU,Women,Rowing,Rowing,eight with coxswain (8+),1980
Stoian Gunchev,BUL,Men,Volleyball,Volleyball,volleyball,1980
Eberhard Gienger,FRG,Men,Gymnastics,Artistic G.,horizontal bar,1976
Hitoki Iwase,JPN,Men,Baseball,Baseball,baseball,2004
Neil Cochran,GBR,Men,Aquatics,Swimming,200m individual medley&4x200m freestyle relay,1984
Olga Bondarenko,URS,Women,Athletics,Athletics,10000m,1988
Alexei Frossine,RUS,Men,Fencing,Fencing,sabre team,2000
Li Lei,CHN,Women,Softball,Softball,softball,1996
Song-Ho Chang,KOR,Men,Baseball,Baseball,baseball,2000
Aleksandr Tkachev,URS,Men,Gymnastics,Artistic G.,parallel bars&rings&team competition,1980
Takashi Kobayashi,JPN,Men,Wrestling,Wrestling Free.,- 48kg (light-flyweight),1988
Matthias Andreas Baumann,FRG,Men,Equestrian,Eventing,team,1988&1992
James Krumpholz,USA,Men,Aquatics,Water polo,water polo,2008
Claudiu Eugen Ionescu,ROU,Men,Handball,Handball,handball,1980
Michael Anthony,GUY,Men,Boxing,Boxing,51 - 54kg (bantamweight),1980
Saul Weigopwa,NGR,Men,Athletics,Athletics,4x400m relay,2004
Rachel Buehler,USA,Women,Football,Football,football,2008
Leonidas Sampanis,GRE,Men,Weightlifting,Weightlifting,54 - 59kg total (bantamweight)&62kg,1996&2000
Stuart Welch,AUS,Men,Rowing,Rowing,eight with coxswain (8+),2000&2004
Natalya Rusnachenko,URS,Women,Handball,Handball,handball,1988
Sergi Bruguera,ESP,Men,Tennis,Tennis,singles,1996
Michael Metz,FRG,Men,Hockey,Hockey,hockey,1988&1992
Dean Pullar,AUS,Men,Aquatics,Diving,synchronized diving 3m springboard,2000
Karin Janz,GDR,Women,Gymnastics,Artistic G.,balance beam&individual all-round&team competition&uneven bars&vault,1972
Jurgen Schroder,FRG,Men,Aquatics,Water polo,water polo,1984
Antonio Ugalde,ESP,Men,Handball,Handball,handball,2000
Isabelle Begard,FRA,Women,Fencing,Fencing,foil team,1980
Stefan Steinweg,GER,Men,Cycling,Cycling Track,Team Pursuit (4000m),1992
Rie Sato,JPN,Women,Softball,Softball,softball,2004&2008
Juliet Cuthbert,JAM,Women,Athletics,Athletics,100m&200m&4x100m relay,1992&1996
Luis Rodriguez,CUB,Men,Baseball,Baseball,baseball,2008
Georgina Harland,GBR,Women,Modern Pentathlon,Modern Pentath.,Individual competition,2004
Alicia Poto,AUS,Women,Basketball,Basketball,basketball,2004
ZE MARIA,BRA,Men,Football,Football,football,1996
Rachel Jane Mcquillan,AUS,Women,Tennis,Tennis,doubles,1992
Robert Clift,GBR,Men,Hockey,Hockey,hockey,1988
Anja Fichtel-mauritz,FRG,Women,Fencing,Fencing,foil individual&foil team,1988&1992&1996
Thalia Munro,USA,Women,Aquatics,Water polo,water polo,2004
Rene Holten Poulsen,DEN,Men,Canoe,Canoe,K-2 1000m (kayak double),2008
Adam Kreek,CAN,Men,Rowing,Rowing,eight with coxswain (8+),2008
Ann Osgerby,GBR,Women,Aquatics,Swimming,4x100m medley relay,1980
Daniel Morelon,FRA,Men,Cycling,Cycling Track,Sprint indivual,1972&1976
Karina Aznavourian,RUS,Women,Fencing,Fencing,Zpze team,1996&2000&2004
Mindaugas Zukauskas,LTU,Men,Basketball,Basketball,basketball,1996
Scott R. Donie,USA,Men,Aquatics,Diving,10m platform,1992
Pierre Marie Deloof,BEL,Men,Rowing,Rowing,double sculls (2x),1984
Raymond Stevens,GBR,Men,Judo,Judo,86 - 95kg (half-heavyweight),1992
Costica Dafinoiu,ROU,Men,Boxing,Boxing,75 - 81kg (light-heavyweight),1976
Jose Antonio Chamot,ARG,Men,Football,Football,football,1996
Heike Kemmer,GER,Women,Equestrian,Dressage,team&individual,2004&2008
Anisoara Dobre,ROU,Women,Rowing,Rowing,quadruple sculls without coxswain (4x),1988&1992
Francisco Arrue,CHI,Men,Football,Football,football,2000
Siegrun Siegl,GDR,Women,Athletics,Athletics,pentathlon,1976
Elena Naimushina,URS,Women,Gymnastics,Artistic G.,team competition,1980
Jutta Lau,GDR,Women,Rowing,Rowing,quadruple sculls with coxswain (4x),1976&1980
Cat Reddick,USA,Women,Football,Football,football,2004
Tatiana Providokhina,URS,Women,Athletics,Athletics,800m,1980
Gitte Madsen,DEN,Women,Handball,Handball,handball,1996
Stephanie Nesbitt,USA,Women,Aquatics,Synchronized S.,team,2004
Ecaterina Clara Iencic-stahl,ROU,Women,Fencing,Fencing,foil team,1972
Peter Naumann,FRG,Men,Sailing,Sailing,flying dutchman,1972
Quincy Watts,USA,Men,Athletics,Athletics,400m&4x400m relay,1992
Sarka Kasparkova,CZE,Women,Athletics,Athletics,triple jump,1996
Monica Rosu,ROU,Women,Gymnastics,Artistic G.,team competition&vault,2004
Miruts Yifter,ETH,Men,Athletics,Athletics,10000m&5000m,1972&1980
Warren Morris,USA,Men,Baseball,Baseball,baseball,1996
Bronwen Knox,AUS,Women,Aquatics,Water polo,water polo,2008
Sigrun Wodars,GDR,Women,Athletics,Athletics,800m,1988
Emma Johnson,AUS,Women,Aquatics,Swimming,4x200m freestyle relay,1996
Laszlo Kuncz,HUN,Men,Aquatics,Water polo,water polo,1980
Franziska Gude,GER,Women,Hockey,Hockey,hockey,2004
Lennox Lewis,CAN,Men,Boxing,Boxing,+ 91kg (super heavyweight),1988
James Battersby,AUS,Men,Rowing,Rowing,eight with coxswain (8+),1984
Gabriela Trusca,ROU,Women,Gymnastics,Artistic G.,team competition,1976
Vladimir Lovetsky,URS,Men,Athletics,Athletics,4x100m relay,1972
Sibelis Veranes,CUB,Women,Judo,Judo,63 - 70kg (middleweight),2000
Brent Abernathy,USA,Men,Baseball,Baseball,baseball,2000
Mikhail Ishchenko,URS,Men,Handball,Handball,handball,1976&1980
Mihai Cioc,ROU,Men,Judo,Judo,open category,1984
Sang-Kyu Kim,KOR,Men,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),1988
Yarelys Barrios,CUB,Women,Athletics,Athletics,discus throw,2008
Gilberto Godoy filho,BRA,Men,Volleyball,Volleyball,volleyball,2004&2008
Eliecer Montes de oca,CUB,Men,Baseball,Baseball,baseball,1996
Ludvik Danek,TCH,Men,Athletics,Athletics,discus throw,1972
Ion Draica,ROU,Men,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight),1984
Vilmos Szabo,ROU,Men,Fencing,Fencing,sabre team,1984
Ok Ryul Yoo,KOR,Men,Gymnastics,Artistic G.,vault,1992
Vladimir Onishchenko,URS,Men,Football,Football,football,1972&1976
Dmitri Svatkovskiy,EUN,Men,Modern Pentathlon,Modern Pentath.,Team competition&Individual competition,1992&2000
Maria Nichiforov-mihoreanu,ROU,Women,Canoe,Canoe,K-2 500m (kayak double),1972
Falk Boden,GDR,Men,Cycling,Cycling Road,team time trial,1980
Andrei Bogdanov,URS,Men,Aquatics,Swimming,4x200m freestyle relay,1976
JYrgen Straub,GDR,Men,Athletics,Athletics,1500m,1980
Andre Felippe Ferreira,BRA,Men,Volleyball,Volleyball,volleyball,1992
Ecaterina Oancia,ROU,Women,Rowing,Rowing,quadruple sculls with coxswain (4x)&eight with coxswain (8+)&four-oared shell with coxswain (4-),1984&1988
Ilya Ilin,KAZ,Men,Weightlifting,Weightlifting,94kg,2008
John William Wallace,CAN,Men,Rowing,Rowing,eight with coxswain (8+),1992
Matias Almeyda,ARG,Men,Football,Football,football,1996
Rudiger Neitzel,FRG,Men,Handball,Handball,handball,1984
Geert-Jan Derikx,NED,Men,Hockey,Hockey,hockey,2004
Andrew Bird,NZL,Men,Rowing,Rowing,four-oared shell with coxswain (4-),1988
Wayne Curtis Collett,USA,Men,Athletics,Athletics,400m,1972
Andrew Roland Rein,USA,Men,Wrestling,Wrestling Free.,62 - 68kg (lightweight),1984
Deok San Jin,KOR,Women,Hockey,Hockey,hockey,1996
Yoko Isoda,JPN,Women,Aquatics,Synchronized S.,team,2000
Ian Banbury,GBR,Men,Cycling,Cycling Track,Team Pursuit (4000m),1976
Jason Duff,AUS,Men,Hockey,Hockey,hockey,2000
Manuel Estiarte,ESP,Men,Aquatics,Water polo,water polo,1992&1996
Vitaly Yurchik,RUS,Men,Aquatics,Water polo,water polo,2004
O Kyeong Lim,KOR,Women,Handball,Handball,handball,1992&1996&2004
Vladimir Batez,YUG,Men,Volleyball,Volleyball,volleyball,1996&2000
Cristina Teuscher,USA,Women,Aquatics,Swimming,4x200m freestyle relay&200m individual medley,1996&2000
Michelle Brogan,AUS,Women,Basketball,Basketball,basketball,1996&2000
Sophie Pauline Von weiler,NED,Women,Hockey,Hockey,hockey,1984&1988
Gevorg Davtyan,ARM,Men,Weightlifting,Weightlifting,77kg,2008
Christian Kauter,SUI,Men,Fencing,Fencing,Zpze team,1972&1976
Luiz Yoshio Yoshio onmura,BRA,Men,Judo,Judo,65 - 71kg (lightweight),1984
Sarah Josephson,USA,Women,Aquatics,Synchronized S.,duet,1988&1992
Michelle Venturella,USA,Women,Softball,Softball,softball,2000
Andre Wohllebe,GDR,Men,Canoe,Canoe,K-1 1000m (kayak single)&K-4 1000m (kayak four),1988
Sheila Taormina,USA,Women,Aquatics,Swimming,4x200m freestyle relay,1996
Yalin Cai,CHN,Men,Shooting,Shooting,10m air rifle (60 shots),2000
Erik Robbert Parlevliet,NED,Men,Hockey,Hockey,hockey,1988
Yuliya Bichyk,BLR,Women,Rowing,Rowing,pair without coxswain (2-),2004&2008
Do-Hun Park,KOR,Men,Handball,Handball,handball,1988
Jing Chen,CHN,Women,Table Tennis&Volleyball,Table Tennis&Volleyball,doubles&singles&volleyball,1988&1996&2000&2004
Kwanghyun Kim,KOR,Men,Baseball,Baseball,baseball,2008
Neil Adams,GBR,Men,Judo,Judo,65 - 71kg (lightweight)&71 - 78kg (half-middleweight),1980&1984
Helma Lehmann,GDR,Women,Rowing,Rowing,eight with coxswain (8+),1976
Denis Marconato,ITA,Men,Basketball,Basketball,basketball,2004
Ok Rim Chang,PRK,Women,Volleyball,Volleyball,volleyball,1972
Henriette Roende Mikkelsen,DEN,Women,Handball,Handball,handball,2004
Viktor Vlasov,URS,Men,Shooting,Shooting,50m rifle 3 positions (3x40 shots),1980
Jeffrey Carl Blatnick,USA,Men,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight),1984
Florentine Steenberghe,NED,Women,Hockey,Hockey,hockey,1996
Krzysztof Kolomanski,POL,Men,Canoe,Canoe,C-2 (canoe double),2000
Priscilla Lopes-schliep,CAN,Women,Athletics,Athletics,100m hurdles,2008
Thomas Loebb,FRG,Men,Aquatics,Water polo,water polo,1984
Diane Marie Moyer,USA,Women,Hockey,Hockey,hockey,1984
Ganna Burmystrova,UKR,Women,Handball,Handball,handball,2004
Miwako Motoyoshi,JPN,Women,Aquatics,Synchronized S.,duet&solo,1984
Gleb Galperin,RUS,Men,Aquatics,Diving,10m platform&synchronized diving 10m platform,2008
Milton De souza filho,BRA,Men,Football,Football,football,1988
Christina Stephanie Ferneck,GER,Women,Hockey,Hockey,hockey,1992
Gillian Claire Russell,JAM,Women,Athletics,Athletics,4x100m relay,1996
Natalya Zvereva,EUN,Women,Tennis,Tennis,doubles,1992
Ed Moses,USA,Men,Aquatics,Swimming,100m breaststroke&4x100m medley relay,2000
Yanwei Xu,CHN,Women,Aquatics,Swimming,4x200m freestyle relay,2004
Hyung-Zoo Ha,KOR,Men,Judo,Judo,86 - 95kg (half-heavyweight),1984
Anastassios Boudouris,GRE,Men,Sailing,Sailing,fleet/match race keelboat open (Soling),1980
Andriy Serdinov,UKR,Men,Aquatics,Swimming,100m butterfly,2004
Laura Vernizzi,ITA,Women,Gymnastics,Rhythmic G.,group competition,2004
MONICA,BRA,Women,Football,Football,football,2004
Nicolaie Taga,ROU,Men,Rowing,Rowing,four-oared shell with coxswain (4-)&pair-oared shell with coxswain (2+),1992
Carlos Sanz,ESP,Men,Aquatics,Water polo,water polo,1996
Josia Thugwane,RSA,Men,Athletics,Athletics,marathon,1996
Silke Rottenberg,GER,Women,Football,Football,football,2000&2004
Leandro Guilheiro,BRA,Men,Judo,Judo,66 - 73kg (lightweight),2004&2008
Lars-Erik Skiold,SWE,Men,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight),1980
Annette Dobmeier,GER,Women,Fencing,Fencing,foil team,1992
Konrad Wasielewski,POL,Men,Rowing,Rowing,quadruple sculls without coxswain (4x),2008
Britta Steffen,GER,Women,Aquatics,Swimming,4x200m freestyle relay&100m freestyle&50m freestyle,2000&2008
Sven Tippelt,GDR,Men,Gymnastics,Artistic G.,parallel bars&rings&team competition,1988
